0,0.00000000
0.01,0.00017453
0.02,0.00034907
0.03,0.00052360
0.04,0.00069813
0.05,0.00087266
0.06,0.00104720
0.07,0.00122173
0.08,0.00139626
0.09,0.00157080
0.1,0.00174533
0.11,0.00191986
0.12,0.00209439
0.13,0.00226893
0.14,0.00244346
0.15,0.00261799
0.16,0.00279252
0.17,0.00296706
0.18,0.00314159
0.19,0.00331612
0.2,0.00349065
0.21,0.00366518
0.22,0.00383971
0.23,0.00401425
0.24,0.00418878
0.25,0.00436331
0.26,0.00453784
0.27,0.00471237
0.28,0.00488690
0.29,0.00506143
0.3,0.00523596
0.31,0.00541049
0.32,0.00558502
0.33,0.00575955
0.34,0.00593408
0.35,0.00610861
0.36,0.00628314
0.37,0.00645767
0.38,0.00663220
0.39,0.00680673
0.4,0.00698126
0.41,0.00715579
0.42,0.00733032
0.43,0.00750485
0.44,0.00767937
0.45,0.00785390
0.46,0.00802843
0.47,0.00820296
0.48,0.00837748
0.49,0.00855201
0.5,0.00872654
0.51,0.00890106
0.52,0.00907559
0.53,0.00925011
0.54,0.00942464
0.55,0.00959916
0.56,0.00977369
0.57,0.00994821
0.58,0.01012274
0.59,0.01029726
0.6,0.01047178
0.61,0.01064631
0.62,0.01082083
0.63,0.01099535
0.64,0.01116987
0.65,0.01134440
0.66,0.01151892
0.67,0.01169344
0.68,0.01186796
0.69,0.01204248
0.7,0.01221700
0.71,0.01239152
0.72,0.01256604
0.73,0.01274056
0.74,0.01291508
0.75,0.01308960
0.76,0.01326411
0.77,0.01343863
0.78,0.01361315
0.79,0.01378766
0.8,0.01396218
0.81,0.01413670
0.82,0.01431121
0.83,0.01448573
0.84,0.01466024
0.85,0.01483475
0.86,0.01500927
0.87,0.01518378
0.88,0.01535829
0.89,0.01553281
0.9,0.01570732
0.91,0.01588183
0.92,0.01605634
0.93,0.01623085
0.94,0.01640536
0.95,0.01657987
0.96,0.01675438
0.97,0.01692889
0.98,0.01710339
0.99,0.01727790
1,0.01745241
1.01,0.01762691
1.02,0.01780142
1.03,0.01797592
1.04,0.01815043
1.05,0.01832493
1.06,0.01849943
1.07,0.01867394
1.08,0.01884844
1.09,0.01902294
1.1,0.01919744
1.11,0.01937194
1.12,0.01954644
1.13,0.01972094
1.14,0.01989544
1.15,0.02006994
1.16,0.02024444
1.17,0.02041893
1.18,0.02059343
1.19,0.02076792
1.2,0.02094242
1.21,0.02111691
1.22,0.02129141
1.23,0.02146590
1.24,0.02164039
1.25,0.02181489
1.26,0.02198938
1.27,0.02216387
1.28,0.02233836
1.29,0.02251285
1.3,0.02268733
1.31,0.02286182
1.32,0.02303631
1.33,0.02321079
1.34,0.02338528
1.35,0.02355976
1.36,0.02373425
1.37,0.02390873
1.38,0.02408322
1.39,0.02425770
1.4,0.02443218
1.41,0.02460666
1.42,0.02478114
1.43,0.02495562
1.44,0.02513010
1.45,0.02530457
1.46,0.02547905
1.47,0.02565353
1.48,0.02582800
1.49,0.02600247
1.5,0.02617695
1.51,0.02635142
1.52,0.02652589
1.53,0.02670036
1.54,0.02687483
1.55,0.02704930
1.56,0.02722377
1.57,0.02739824
1.58,0.02757271
1.59,0.02774717
1.6,0.02792164
1.61,0.02809610
1.62,0.02827057
1.63,0.02844503
1.64,0.02861949
1.65,0.02879395
1.66,0.02896841
1.67,0.02914287
1.68,0.02931733
1.69,0.02949179
1.7,0.02966624
1.71,0.02984070
1.72,0.03001515
1.73,0.03018961
1.74,0.03036406
1.75,0.03053851
1.76,0.03071296
1.77,0.03088741
1.78,0.03106186
1.79,0.03123631
1.8,0.03141076
1.81,0.03158521
1.82,0.03175965
1.83,0.03193410
1.84,0.03210854
1.85,0.03228298
1.86,0.03245742
1.87,0.03263186
1.88,0.03280630
1.89,0.03298074
1.9,0.03315518
1.91,0.03332961
1.92,0.03350405
1.93,0.03367848
1.94,0.03385292
1.95,0.03402735
1.96,0.03420178
1.97,0.03437621
1.98,0.03455064
1.99,0.03472507
2,0.03489950
2.01,0.03507392
2.02,0.03524835
2.03,0.03542277
2.04,0.03559719
2.05,0.03577162
2.06,0.03594604
2.07,0.03612046
2.08,0.03629488
2.09,0.03646929
2.1,0.03664371
2.11,0.03681812
2.12,0.03699254
2.13,0.03716695
2.14,0.03734136
2.15,0.03751577
2.16,0.03769018
2.17,0.03786459
2.18,0.03803900
2.19,0.03821340
2.2,0.03838781
2.21,0.03856221
2.22,0.03873662
2.23,0.03891102
2.24,0.03908542
2.25,0.03925982
2.26,0.03943421
2.27,0.03960861
2.28,0.03978301
2.29,0.03995740
2.3,0.04013179
2.31,0.04030618
2.32,0.04048057
2.33,0.04065496
2.34,0.04082935
2.35,0.04100374
2.36,0.04117812
2.37,0.04135251
2.38,0.04152689
2.39,0.04170127
2.4,0.04187565
2.41,0.04205003
2.42,0.04222441
2.43,0.04239879
2.44,0.04257316
2.45,0.04274754
2.46,0.04292191
2.47,0.04309628
2.48,0.04327065
2.49,0.04344502
2.5,0.04361939
2.51,0.04379375
2.52,0.04396812
2.53,0.04414248
2.54,0.04431684
2.55,0.04449120
2.56,0.04466556
2.57,0.04483992
2.58,0.04501428
2.59,0.04518863
2.6,0.04536299
