1,1
1.01,0.990099
1.02,0.9803922
1.03,0.9708738
1.04,0.9615385
1.05,0.952381
1.06,0.9433962
1.07,0.9345794
1.08,0.9259259
1.09,0.9174312
1.1,0.9090909
1.11,0.9009009
1.12,0.8928571
1.13,0.8849558
1.14,0.877193
1.15,0.8695652
1.16,0.862069
1.17,0.8547009
1.18,0.8474576
1.19,0.8403361
1.2,0.8333333
1.21,0.8264463
1.22,0.8196721
1.23,0.8130081
1.24,0.8064516
1.25,0.8
1.26,0.7936508
1.27,0.7874016
1.28,0.78125
1.29,0.7751938
1.3,0.7692308
1.31,0.7633588
1.32,0.7575758
1.33,0.7518797
1.34,0.7462687
1.35,0.7407407
1.36,0.7352941
1.37,0.729927
1.38,0.7246377
1.39,0.7194245
1.4,0.7142857
1.41,0.7092199
1.42,0.7042254
1.43,0.6993007
1.44,0.6944444
1.45,0.6896552
1.46,0.6849315
1.47,0.6802721
1.48,0.6756757
1.49,0.6711409
1.5,0.6666667
1.51,0.6622517
1.52,0.6578947
1.53,0.6535948
1.54,0.6493506
1.55,0.6451613
1.56,0.6410256
1.57,0.6369427
1.58,0.6329114
1.59,0.6289308
1.6,0.625
1.61,0.621118
1.62,0.617284
1.63,0.6134969
1.64,0.6097561
1.65,0.6060606
1.66,0.6024096
1.67,0.5988024
1.68,0.5952381
1.69,0.591716
1.7,0.5882353
1.71,0.5847953
1.72,0.5813953
1.73,0.5780347
1.74,0.5747126
1.75,0.5714286
1.76,0.5681818
1.77,0.5649718
1.78,0.5617978
1.79,0.5586592
1.8,0.5555556
1.81,0.5524862
1.82,0.5494505
1.83,0.5464481
1.84,0.5434783
1.85,0.5405405
1.86,0.5376344
1.87,0.5347594
1.88,0.5319149
1.89,0.5291005
1.9,0.5263158
1.91,0.5235602
1.92,0.5208333
1.93,0.5181347
1.94,0.5154639
1.95,0.5128205
1.96,0.5102041
1.97,0.5076142
1.98,0.5050505
1.99,0.5025126
2,0.5
2.01,0.4975124
2.02,0.4950495
2.03,0.4926108
2.04,0.4901961
2.05,0.4878049
2.06,0.4854369
2.07,0.4830918
2.08,0.4807692
2.09,0.4784689
2.1,0.4761905
2.11,0.4739336
2.12,0.4716981
2.13,0.4694836
2.14,0.4672897
2.15,0.4651163
2.16,0.462963
2.17,0.4608295
2.18,0.4587156
2.19,0.456621
2.2,0.4545455
2.21,0.4524887
2.22,0.4504505
2.23,0.4484305
2.24,0.4464286
2.25,0.4444444
2.26,0.4424779
2.27,0.4405286
2.28,0.4385965
2.29,0.4366812
2.3,0.4347826
2.31,0.4329004
2.32,0.4310345
2.33,0.4291845
2.34,0.4273504
2.35,0.4255319
2.36,0.4237288
2.37,0.4219409
2.38,0.4201681
2.39,0.41841
2.4,0.4166667
2.41,0.4149378
2.42,0.4132231
2.43,0.4115226
2.44,0.4098361
2.45,0.4081633
2.46,0.4065041
2.47,0.4048583
2.48,0.4032258
2.49,0.4016064
2.5,0.4
2.51,0.3984064
2.52,0.3968254
2.53,0.3952569
2.54,0.3937008
2.55,0.3921569
2.56,0.390625
2.57,0.3891051
2.58,0.3875969
2.59,0.3861004
2.6,0.3846154
2.61,0.3831418
2.62,0.3816794
2.63,0.3802281
2.64,0.3787879
2.65,0.3773585
2.66,0.3759398
2.67,0.3745318
2.68,0.3731343
2.69,0.3717472
2.7,0.3703704
2.71,0.3690037
2.72,0.3676471
2.73,0.3663004
2.74,0.3649635
2.75,0.3636364
2.76,0.3623188
2.77,0.3610108
2.78,0.3597122
2.79,0.3584229
2.8,0.3571429
2.81,0.3558719
2.82,0.3546099
2.83,0.3533569
2.84,0.3521127
2.85,0.3508772
2.86,0.3496503
2.87,0.3484321
2.88,0.3472222
2.89,0.3460208
2.9,0.3448276
2.91,0.3436426
2.92,0.3424658
2.93,0.3412969
2.94,0.3401361
2.95,0.3389831
2.96,0.3378378
2.97,0.3367003
2.98,0.3355705
2.99,0.3344482
3,0.3333333
3.01,0.3322259
3.02,0.3311258
3.03,0.330033
3.04,0.3289474
3.05,0.3278689
3.06,0.3267974
3.07,0.3257329
3.08,0.3246753
3.09,0.3236246
3.1,0.3225806
3.11,0.3215434
3.12,0.3205128
3.13,0.3194888
3.14,0.3184713
3.15,0.3174603
3.16,0.3164557
3.17,0.3154574
3.18,0.3144654
3.19,0.3134796
3.2,0.3125
3.21,0.3115265
3.22,0.310559
3.23,0.3095975
3.24,0.308642
3.25,0.3076923
3.26,0.3067485
3.27,0.3058104
3.28,0.304878
3.29,0.3039514
3.3,0.3030303
3.31,0.3021148
3.32,0.3012048
3.33,0.3003003
3.34,0.2994012
3.35,0.2985075
3.36,0.297619
3.37,0.2967359
3.38,0.295858
3.39,0.2949853
3.4,0.2941176
3.41,0.2932551
3.42,0.2923977
3.43,0.2915452
3.44,0.2906977
3.45,0.2898551
3.46,0.2890173
3.47,0.2881844
3.48,0.2873563
3.49,0.286533
3.5,0.2857143
3.51,0.2849003
3.52,0.2840909
3.53,0.2832861
3.54,0.2824859
3.55,0.2816901
3.56,0.2808989
3.57,0.280112
3.58,0.2793296
3.59,0.2785515
3.6,0.2777778
3.61,0.2770083
3.62,0.2762431
3.63,0.2754821
3.64,0.2747253
3.65,0.2739726
3.66,0.273224
3.67,0.2724796
3.68,0.2717391
3.69,0.2710027
3.7,0.2702703
3.71,0.2695418
3.72,0.2688172
3.73,0.2680965
3.74,0.2673797
3.75,0.2666667
3.76,0.2659574
3.77,0.265252
3.78,0.2645503
3.79,0.2638522
3.8,0.2631579
3.81,0.2624672
3.82,0.2617801
3.83,0.2610966
3.84,0.2604167
3.85,0.2597403
3.86,0.2590674
3.87,0.2583979
3.88,0.257732
3.89,0.2570694
3.9,0.2564103
3.91,0.2557545
3.92,0.255102
3.93,0.2544529
3.94,0.2538071
3.95,0.2531646
3.96,0.2525253
3.97,0.2518892
3.98,0.2512563
3.99,0.2506266
4,0.25
4.01,0.2493766
4.02,0.2487562
4.03,0.248139
4.04,0.2475248
4.05,0.2469136
4.06,0.2463054
4.07,0.2457002
4.08,0.245098
4.09,0.2444988
4.1,0.2439024
4.11,0.243309
4.12,0.2427184
4.13,0.2421308
4.14,0.2415459
4.15,0.2409639
4.16,0.2403846
4.17,0.2398082
4.18,0.2392344
4.19,0.2386635
4.2,0.2380952
4.21,0.2375297
4.22,0.2369668
4.23,0.2364066
4.24,0.2358491
4.25,0.2352941
4.26,0.2347418
4.27,0.234192
4.28,0.2336449
4.29,0.2331002
4.3,0.2325581
4.31,0.2320186
4.32,0.2314815
4.33,0.2309469
4.34,0.2304147
4.35,0.2298851
4.36,0.2293578
4.37,0.228833
4.38,0.2283105
4.39,0.2277904
4.4,0.2272727
4.41,0.2267574
4.42,0.2262443
4.43,0.2257336
4.44,0.2252252
4.45,0.2247191
4.46,0.2242152
4.47,0.2237136
4.48,0.2232143
4.49,0.2227171
4.5,0.2222222
4.51,0.2217295
4.52,0.2212389
4.53,0.2207506
4.54,0.2202643
4.55,0.2197802
4.56,0.2192982
4.57,0.2188184
4.58,0.2183406
4.59,0.2178649
4.6,0.2173913
4.61,0.2169197
4.62,0.2164502
4.63,0.2159827
4.64,0.2155172
4.65,0.2150538
4.66,0.2145923
4.67,0.2141328
4.68,0.2136752
4.69,0.2132196
4.7,0.212766
4.71,0.2123142
4.72,0.2118644
4.73,0.2114165
4.74,0.2109705
4.75,0.2105263
4.76,0.210084
4.77,0.2096436
4.78,0.209205
4.79,0.2087683
4.8,0.2083333
4.81,0.2079002
4.82,0.2074689
4.83,0.2070393
4.84,0.2066116
4.85,0.2061856
4.86,0.2057613
4.87,0.2053388
4.88,0.204918
4.89,0.204499
4.9,0.2040816
4.91,0.203666
4.92,0.203252
4.93,0.2028398
4.94,0.2024291
4.95,0.2020202
4.96,0.2016129
4.97,0.2012072
4.98,0.2008032
4.99,0.2004008
5,0.2
5.01,0.1996008
5.02,0.1992032
